,Country,Year,Total,Temperature,Coal,Oil,Gas,Cement
151,KAZAKHSTAN,1994.0,0.004914620393657337,0.4915254237288136,0.007540219995414971,0.002442951609152516,0.0029013871481790216,6.9170151701517e-05
152,KAZAKHSTAN,1995.0,0.004719087234692042,0.8135593220338984,0.007370636895601857,0.002433575901163597,0.002309649675788812,4.015129151291513e-05
153,KAZAKHSTAN,1996.0,0.004332852841369244,0.9491525423728814,0.00666838983644332,0.002376771827941527,0.002057130044278302,6.494054940549405e-06
154,KAZAKHSTAN,1997.0,0.0041010785218692026,0.4406779661016949,0.006003868896413289,0.0024978712730571897,0.0019429320997227818,1.9244772447724478e-05
155,KAZAKHSTAN,1998.0,0.003956850925549999,0.3728813559322034,0.00568273958021397,0.002450001232934805,0.001881206403733755,4.207052070520705e-06
156,KAZAKHSTAN,1999.0,0.0032800398180554947,0.22033898305084745,0.07972459628467785,0.0014930212854118335,0.08266541576498429,0.06064771547656981
157,KAZAKHSTAN,2000.0,0.0039205930176513994,0.8135593220338984,0.005996563134110243,0.0019195741564497608,0.0018506128584406339,8.195981959819598e-07
158,KAZAKHSTAN,2001.0,0.0037809338918377744,0.3220338983050847,0.005858753499543425,0.0018813495927280971,0.0014635547231539017,6.485526855268552e-05
159,KAZAKHSTAN,2002.0,0.004257632582509487,0.3898305084745763,0.0060430001461512575,0.0028203116027118065,0.001870813764694554,1.1046330463304633e-05
160,KAZAKHSTAN,2003.0,0.004739089142618075,0.288135593220339,0.006770694161175305,0.003133554044696997,0.0021150639268490393,2.132021320213202e-07
161,KAZAKHSTAN,2004.0,0.004994757419647721,0.711864406779661,0.0072129416963840395,0.003273999125400277,0.0022620693346570245,0.00014183558835588356
162,KAZAKHSTAN,2005.0,0.005348952164197486,0.06779661016949153,0.007243830518665422,0.004134778361090039,0.00236920525882212,0.00014563263632636327
163,KAZAKHSTAN,2006.0,0.0058778062990361354,0.4915254237288136,0.00758832696621852,0.004425150031550327,0.0036603709475598206,0.00019499712997129973
164,KAZAKHSTAN,2007.0,0.00604179440931383,0.5254237288135594,0.008278554242221839,0.004432810482307087,0.0031364328983627928,0.00024472775727757277
165,KAZAKHSTAN,2008.0,0.006068563384908193,0.8983050847457628,0.008047365576349837,0.004195809940258501,0.003966513133955904,0.00040352152521525215
166,KAZAKHSTAN,2009.0,0.005905019767466273,0.6271186440677966,0.008672030743057038,0.003122333298996729,0.003916722405417304,0.0003823993439934399
167,KAZAKHSTAN,2010.0,0.006604190655300627,0.3898305084745763,0.0093075681485492,0.004084680584764608,0.004473539705768261,0.000420350553505535
168,KAZAKHSTAN,2011.0,0.006335887854147506,0.4406779661016949,0.009125272832311595,0.003128537891456643,0.005055035306788464,0.0004372004920049201
169,KAZAKHSTAN,2012.0,0.006521644436069676,0.13559322033898305,0.009861130809652044,0.003098465437498114,0.004503688793726091,0.0009517482574825748
170,KAZAKHSTAN,2013.0,0.006724738099405238,0.06779661016949153,0.009746627713544977,0.003929214669273727,0.004018579499742538,0.0012425395653956539
171,KAZAKHSTAN,2014.0,0.00797042894804133,0.5932203389830508,0.012624505552799448,0.003165894254556901,0.005675921543919388,0.0013275674456744567
172,KAZAKHSTAN,2015.0,0.008068314781699427,0.576271186440678,0.012157958008139272,0.003216362658655304,0.006884319182060922,0.00141729889298893
173,KAZAKHSTAN,2016.0,0.008164494298999545,0.3389830508474576,0.012144424266347814,0.0033441955395318553,0.00715540664313796,0.0014450877408774087
174,KAZAKHSTAN,2018.0,0.008892132604019344,0.7966101694915254,0.01265972118607949,0.003824926899940049,0.008966807877557312,0.0015952300123001232
175,KAZAKHSTAN,2019.0,0.00796843210132782,0.4406779661016949,0.011686935359345047,0.0038341562200850856,0.006595454865945503,0.0015580774907749079
176,KAZAKHSTAN,2020.0,0.007451586743296271,0.3728813559322034,0.01201012197703957,0.0994307237536166,0.08266541576498429,0.06064771547656981
177,JAPAN,1991.0,0.03149047566302695,0.9322033898305084,0.021098320861108397,0.05438096344415765,0.01660593735362378,0.016542330873308732
178,JAPAN,1992.0,0.03175278630593676,0.3559322033898305,0.020723366584808535,0.05547937705614643,0.01679426212531405,0.017083145141451414
179,JAPAN,1993.0,0.03156354896917126,0.4406779661016949,0.02108676050762666,0.05430088005823929,0.017158148721295043,0.01690221156211562
180,JAPAN,1994.0,0.03304751707666402,0.847457627118644,0.021599166641372344,0.05754120236446245,0.018001608443368577,0.0173419909799098
181,JAPAN,1995.0,0.033381813552771304,1.0,0.022260598805477563,0.05732345518586303,0.018652960602856688,0.01727840385403854
182,JAPAN,1996.0,0.03371993352486072,0.4576271186440678,0.022846872593573892,0.05712574604844152,0.019411270458987682,0.017449585895858957
183,JAPAN,1997.0,0.03352285710036168,0.6610169491525424,0.023216146618256377,0.05592375951290457,0.020010873479372127,0.016369857728577287
184,JAPAN,1998.0,0.032447103613554344,0.03389830508474576,0.02173648894164343,0.05464322176261215,0.020441936290643982,0.014498810578105783
185,JAPAN,1999.0,0.033433760153805114,0.6440677966101694,0.17272676120655506,0.10002400035184286,0.021680783767514502,0.0493481941194472
186,JAPAN,2000.0,0.03404753491190535,0.5932203389830508,0.02470933584415475,0.05465767089899672,0.02230832771139045,0.01438529848298483
187,JAPAN,2001.0,0.03365363160132551,0.7966101694915254,0.025312462030903034,0.05290125616150091,0.022180126026362545,0.014093556785567854
188,JAPAN,2003.0,0.03467042838039199,0.06779661016949153,0.027345041824659026,0.052987439067918196,0.02336072644757671,0.013093592865928658
189,JAPAN,2004.0,0.034545964669078756,0.3389830508474576,0.02787612379124158,0.0520844027573253,0.023218602747829453,0.012823366133661336
190,JAPAN,2005.0,0.03474884363714278,0.9661016949152542,0.02857602101544832,0.05185078315068156,0.02301409876150168,0.013234787207872079
191,JAPAN,2006.0,0.034129230278753774,0.559322033898305,0.028385638607484658,0.048870363509495966,0.025191713618303566,0.01311638950389504
192,JAPAN,2007.0,0.03509302817757525,0.13559322033898305,0.029548306685048712,0.049078321821277575,0.15442897874546546,1.0
193,JAPAN,2008.0,0.03318147341494952,0.03389830508474576,0.02830644136960291,0.04545846476683602,0.026738656723209454,0.011706667076670767
194,JAPAN,2009.0,0.03131780839998511,0.5254237288135594,0.027308569420344483,0.04165050152031776,0.02643687032330818,0.01037658138581386
195,JAPAN,2010.0,0.032711614336887795,0.8983050847457628,0.029614379914009045,0.04212687146271208,0.027896795507699017,0.009971820828208283
